elliq_text,user_text,Memory items,group_id,memnet_info_items,labels,scores,gpt_text_response,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_source,is_source_GPT,is_source_memNet,,Label,Missing,NOTES FOR TEST/TEACHING LABELERS,
Do you have a moment?,no i'm going to work,activity,3712ab2d-988b-4927-ba97-11518f8b5ad1,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",Match,0.9903304577,"Information Items:
memory_name: activity, entity: type, value: work.
memory_name: activity, entity: name, value: going to work.","           value
0           work
1  going to work","      value
0  activity
1      work","  value _merge
0  work   both","           value      _merge
0           work        both
1  going to work   left_only
2       activity  right_only",['work'],right_only,0,1,FALSE,Correct,,,
How can I help you?,i love frank sinatra and i love this song i've got a crush on you,music artist,37174d52-6b9f-4eed-8094-37acd7b9e15e,"  memory_name entity                 value
0    favorite   type                  dish
1    favorite   name                 frank
2    favorite   type  beverage_hard_drinks
3    favorite   name               sinatra",Match,0.8481492996,"Information Items:
memory_name: preference, entity: type, value: music artist.
memory_name: preference, entity: name, value: Frank Sinatra.
memory_name: preference, entity: type, value: song.
memory_name: preference, entity: name, value: I've Got a Crush on You.","                     value
0             music artist
1            Frank Sinatra
2                     song
3  I've Got a Crush on You","                  value
0                  dish
1                 frank
2  beverage hard drinks
3               sinatra","Empty DataFrame
Columns: [value, _merge]
Index: []","                     value      _merge
0             music artist   left_only
1            Frank Sinatra   left_only
2                     song   left_only
3  I've Got a Crush on You   left_only
4                     dish  right_only
5                    frank  right_only
6     beverage hard drinks  right_only
7                  sinatra  right_only",[],left_only,1,0,TRUE,Correct,Frank Sinatra,,
How can I help you?,i love frank sinatra and i love this song i've got a crush on you,Frank Sinatra,37174d52-6b9f-4eed-8094-37acd7b9e15e,"  memory_name entity                 value
0    favorite   type                  dish
1    favorite   name                 frank
2    favorite   type  beverage_hard_drinks
3    favorite   name               sinatra",Match,0.8481492996,"Information Items:
memory_name: preference, entity: type, value: music artist.
memory_name: preference, entity: name, value: Frank Sinatra.
memory_name: preference, entity: type, value: song.
memory_name: preference, entity: name, value: I've Got a Crush on You.","                     value
0             music artist
1            Frank Sinatra
2                     song
3  I've Got a Crush on You","                  value
0                  dish
1                 frank
2  beverage hard drinks
3               sinatra","Empty DataFrame
Columns: [value, _merge]
Index: []","                     value      _merge
0             music artist   left_only
1            Frank Sinatra   left_only
2                     song   left_only
3  I've Got a Crush on You   left_only
4                     dish  right_only
5                    frank  right_only
6     beverage hard drinks  right_only
7                  sinatra  right_only",[],left_only,1,0,TRUE,Correct,Favorite singer,,
How can I help you?,i love frank sinatra and i love this song i've got a crush on you,song,37174d52-6b9f-4eed-8094-37acd7b9e15e,"  memory_name entity                 value
0    favorite   type                  dish
1    favorite   name                 frank
2    favorite   type  beverage_hard_drinks
3    favorite   name               sinatra",Match,0.8481492996,"Information Items:
memory_name: preference, entity: type, value: music artist.
memory_name: preference, entity: name, value: Frank Sinatra.
memory_name: preference, entity: type, value: song.
memory_name: preference, entity: name, value: I've Got a Crush on You.","                     value
0             music artist
1            Frank Sinatra
2                     song
3  I've Got a Crush on You","                  value
0                  dish
1                 frank
2  beverage hard drinks
3               sinatra","Empty DataFrame
Columns: [value, _merge]
Index: []","                     value      _merge
0             music artist   left_only
1            Frank Sinatra   left_only
2                     song   left_only
3  I've Got a Crush on You   left_only
4                     dish  right_only
5                    frank  right_only
6     beverage hard drinks  right_only
7                  sinatra  right_only",[],left_only,1,0,TRUE,Correct,Favorite song,,
How can I help you?,i love frank sinatra and i love this song i've got a crush on you,I've Got a Crush on You,37174d52-6b9f-4eed-8094-37acd7b9e15e,"  memory_name entity                 value
0    favorite   type                  dish
1    favorite   name                 frank
2    favorite   type  beverage_hard_drinks
3    favorite   name               sinatra",Match,0.8481492996,"Information Items:
memory_name: preference, entity: type, value: music artist.
memory_name: preference, entity: name, value: Frank Sinatra.
memory_name: preference, entity: type, value: song.
memory_name: preference, entity: name, value: I've Got a Crush on You.","                     value
0             music artist
1            Frank Sinatra
2                     song
3  I've Got a Crush on You","                  value
0                  dish
1                 frank
2  beverage hard drinks
3               sinatra","Empty DataFrame
Columns: [value, _merge]
Index: []","                     value      _merge
0             music artist   left_only
1            Frank Sinatra   left_only
2                     song   left_only
3  I've Got a Crush on You   left_only
4                     dish  right_only
5                    frank  right_only
6     beverage hard drinks  right_only
7                  sinatra  right_only",[],left_only,1,0,TRUE,Correct,is the name of the favorite song,,
How can I help you?,i love frank sinatra and i love this song i've got a crush on you,dish,37174d52-6b9f-4eed-8094-37acd7b9e15e,"  memory_name entity                 value
0    favorite   type                  dish
1    favorite   name                 frank
2    favorite   type  beverage_hard_drinks
3    favorite   name               sinatra",Match,0.8481492996,"Information Items:
memory_name: preference, entity: type, value: music artist.
memory_name: preference, entity: name, value: Frank Sinatra.
memory_name: preference, entity: type, value: song.
memory_name: preference, entity: name, value: I've Got a Crush on You.","                     value
0             music artist
1            Frank Sinatra
2                     song
3  I've Got a Crush on You","                  value
0                  dish
1                 frank
2  beverage hard drinks
3               sinatra","Empty DataFrame
Columns: [value, _merge]
Index: []","                     value      _merge
0             music artist   left_only
1            Frank Sinatra   left_only
2                     song   left_only
3  I've Got a Crush on You   left_only
4                     dish  right_only
5                    frank  right_only
6     beverage hard drinks  right_only
7                  sinatra  right_only",[],right_only,0,1,TRUE,Incorrect,,,
How can I help you?,i love frank sinatra and i love this song i've got a crush on you,frank,37174d52-6b9f-4eed-8094-37acd7b9e15e,"  memory_name entity                 value
0    favorite   type                  dish
1    favorite   name                 frank
2    favorite   type  beverage_hard_drinks
3    favorite   name               sinatra",Match,0.8481492996,"Information Items:
memory_name: preference, entity: type, value: music artist.
memory_name: preference, entity: name, value: Frank Sinatra.
memory_name: preference, entity: type, value: song.
memory_name: preference, entity: name, value: I've Got a Crush on You.","                     value
0             music artist
1            Frank Sinatra
2                     song
3  I've Got a Crush on You","                  value
0                  dish
1                 frank
2  beverage hard drinks
3               sinatra","Empty DataFrame
Columns: [value, _merge]
Index: []","                     value      _merge
0             music artist   left_only
1            Frank Sinatra   left_only
2                     song   left_only
3  I've Got a Crush on You   left_only
4                     dish  right_only
5                    frank  right_only
6     beverage hard drinks  right_only
7                  sinatra  right_only",[],right_only,0,1,TRUE,,Is the name of the favorite singer,,
How can I help you?,i love frank sinatra and i love this song i've got a crush on you,beverage hard drinks,37174d52-6b9f-4eed-8094-37acd7b9e15e,"  memory_name entity                 value
0    favorite   type                  dish
1    favorite   name                 frank
2    favorite   type  beverage_hard_drinks
3    favorite   name               sinatra",Match,0.8481492996,"Information Items:
memory_name: preference, entity: type, value: music artist.
memory_name: preference, entity: name, value: Frank Sinatra.
memory_name: preference, entity: type, value: song.
memory_name: preference, entity: name, value: I've Got a Crush on You.","                     value
0             music artist
1            Frank Sinatra
2                     song
3  I've Got a Crush on You","                  value
0                  dish
1                 frank
2  beverage hard drinks
3               sinatra","Empty DataFrame
Columns: [value, _merge]
Index: []","                     value      _merge
0             music artist   left_only
1            Frank Sinatra   left_only
2                     song   left_only
3  I've Got a Crush on You   left_only
4                     dish  right_only
5                    frank  right_only
6     beverage hard drinks  right_only
7                  sinatra  right_only",[],right_only,0,1,TRUE,Incorrect,,,
How can I help you?,i love frank sinatra and i love this song i've got a crush on you,sinatra,37174d52-6b9f-4eed-8094-37acd7b9e15e,"  memory_name entity                 value
0    favorite   type                  dish
1    favorite   name                 frank
2    favorite   type  beverage_hard_drinks
3    favorite   name               sinatra",Match,0.8481492996,"Information Items:
memory_name: preference, entity: type, value: music artist.
memory_name: preference, entity: name, value: Frank Sinatra.
memory_name: preference, entity: type, value: song.
memory_name: preference, entity: name, value: I've Got a Crush on You.","                     value
0             music artist
1            Frank Sinatra
2                     song
3  I've Got a Crush on You","                  value
0                  dish
1                 frank
2  beverage hard drinks
3               sinatra","Empty DataFrame
Columns: [value, _merge]
Index: []","                     value      _merge
0             music artist   left_only
1            Frank Sinatra   left_only
2                     song   left_only
3  I've Got a Crush on You   left_only
4                     dish  right_only
5                    frank  right_only
6     beverage hard drinks  right_only
7                  sinatra  right_only",[],right_only,0,1,TRUE,Correct,Is the last name of the favorite singer,,
Do you have any plans for tomorrow?,i'm taking my daughter to the doctor,daughter,372beba3-81d8-4582-bf96-54102827fe7a,"    memory_name  entity     value
1      activity    type  activity
2      activity    name    doctor
3  relationship    type  daughter
4         place  people  daughter",Match,0.9630196691,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: doctor visit.","          value
0      daughter
1   appointment
2  doctor visit","      value
0  activity
1    doctor
2  daughter
3  daughter","      value _merge
0  daughter   both
1  daughter   both","          value      _merge
0      daughter        both
1      daughter        both
2   appointment   left_only
3  doctor visit   left_only
4      activity  right_only
5        doctor  right_only","['daughter', 'daughter']",both,1,1,FALSE,Partially correct,Taking her to the doctor,,
Do you have any plans for tomorrow?,i'm taking my daughter to the doctor,daughter,372beba3-81d8-4582-bf96-54102827fe7a,"    memory_name  entity     value
1      activity    type  activity
2      activity    name    doctor
3  relationship    type  daughter
4         place  people  daughter",Match,0.9630196691,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: doctor visit.","          value
0      daughter
1   appointment
2  doctor visit","      value
0  activity
1    doctor
2  daughter
3  daughter","      value _merge
0  daughter   both
1  daughter   both","          value      _merge
0      daughter        both
1      daughter        both
2   appointment   left_only
3  doctor visit   left_only
4      activity  right_only
5        doctor  right_only","['daughter', 'daughter']",both,1,1,FALSE,Partially correct,Taking her to the doctor,,
Do you have any plans for tomorrow?,i'm taking my daughter to the doctor,appointment,372beba3-81d8-4582-bf96-54102827fe7a,"    memory_name  entity     value
1      activity    type  activity
2      activity    name    doctor
3  relationship    type  daughter
4         place  people  daughter",Match,0.9630196691,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: doctor visit.","          value
0      daughter
1   appointment
2  doctor visit","      value
0  activity
1    doctor
2  daughter
3  daughter","      value _merge
0  daughter   both
1  daughter   both","          value      _merge
0      daughter        both
1      daughter        both
2   appointment   left_only
3  doctor visit   left_only
4      activity  right_only
5        doctor  right_only","['daughter', 'daughter']",left_only,1,0,FALSE,Correct,For her daughter,,
Do you have any plans for tomorrow?,i'm taking my daughter to the doctor,doctor visit,372beba3-81d8-4582-bf96-54102827fe7a,"    memory_name  entity     value
1      activity    type  activity
2      activity    name    doctor
3  relationship    type  daughter
4         place  people  daughter",Match,0.9630196691,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: doctor visit.","          value
0      daughter
1   appointment
2  doctor visit","      value
0  activity
1    doctor
2  daughter
3  daughter","      value _merge
0  daughter   both
1  daughter   both","          value      _merge
0      daughter        both
1      daughter        both
2   appointment   left_only
3  doctor visit   left_only
4      activity  right_only
5        doctor  right_only","['daughter', 'daughter']",left_only,1,0,FALSE,Correct,For her daughter,,
Do you have any plans for tomorrow?,i'm taking my daughter to the doctor,activity,372beba3-81d8-4582-bf96-54102827fe7a,"    memory_name  entity     value
1      activity    type  activity
2      activity    name    doctor
3  relationship    type  daughter
4         place  people  daughter",Match,0.9630196691,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: doctor visit.","          value
0      daughter
1   appointment
2  doctor visit","      value
0  activity
1    doctor
2  daughter
3  daughter","      value _merge
0  daughter   both
1  daughter   both","          value      _merge
0      daughter        both
1      daughter        both
2   appointment   left_only
3  doctor visit   left_only
4      activity  right_only
5        doctor  right_only","['daughter', 'daughter']",right_only,0,1,FALSE,Correct,,,
Do you have any plans for tomorrow?,i'm taking my daughter to the doctor,doctor,372beba3-81d8-4582-bf96-54102827fe7a,"    memory_name  entity     value
1      activity    type  activity
2      activity    name    doctor
3  relationship    type  daughter
4         place  people  daughter",Match,0.9630196691,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: doctor visit.","          value
0      daughter
1   appointment
2  doctor visit","      value
0  activity
1    doctor
2  daughter
3  daughter","      value _merge
0  daughter   both
1  daughter   both","          value      _merge
0      daughter        both
1      daughter        both
2   appointment   left_only
3  doctor visit   left_only
4      activity  right_only
5        doctor  right_only","['daughter', 'daughter']",right_only,0,1,FALSE,Correct,Going to the,,
"What's up <say-as interpret-as=""name"">Martin</say-as>?",i'm leaving for a tai chi class i will be back by lunch i have a nurse stopping in to visit at 12 to 12:30 and then at some point after i eat lunch i'm going to the pool,physical activity,376566ee-88a5-45ad-a338-054c3fbc7e10,"  memory_name  entity     value
1       place    name     lunch
2    activity    type      meal
3    activity    name     lunch
4    activity    type  activity
5    activity    name     class
6       place  people      Will",Match,0.86890167,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: tai chi class.
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: relationship, entity: type, value: nurse.
memory_name: activity, entity: type, value: visit.
memory_name: time, entity: start, value: 12:00.
memory_name: time, entity: end, value: 12:30.
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: pool.","               value
0  physical activity
1      tai chi class
2               meal
3              lunch
4              nurse
5              visit
6              12:00
7              12:30
8  physical activity
9               pool","      value
0     lunch
1      meal
2     lunch
3  activity
4     class
5      Will","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","                value      _merge
0   physical activity   left_only
1   physical activity   left_only
2       tai chi class   left_only
3                meal        both
4               lunch        both
5               lunch        both
6               nurse   left_only
7               visit   left_only
8               12:00   left_only
9               12:30   left_only
10               pool   left_only
11           activity  right_only
12              class  right_only
13               Will  right_only","['meal', 'lunch', 'lunch']",left_only,1,0,TRUE,Correct,,,
"What's up <say-as interpret-as=""name"">Martin</say-as>?",i'm leaving for a tai chi class i will be back by lunch i have a nurse stopping in to visit at 12 to 12:30 and then at some point after i eat lunch i'm going to the pool,physical activity,376566ee-88a5-45ad-a338-054c3fbc7e10,"  memory_name  entity     value
1       place    name     lunch
2    activity    type      meal
3    activity    name     lunch
4    activity    type  activity
5    activity    name     class
6       place  people      Will",Match,0.86890167,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: tai chi class.
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: relationship, entity: type, value: nurse.
memory_name: activity, entity: type, value: visit.
memory_name: time, entity: start, value: 12:00.
memory_name: time, entity: end, value: 12:30.
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: pool.","               value
0  physical activity
1      tai chi class
2               meal
3              lunch
4              nurse
5              visit
6              12:00
7              12:30
8  physical activity
9               pool","      value
0     lunch
1      meal
2     lunch
3  activity
4     class
5      Will","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","                value      _merge
0   physical activity   left_only
1   physical activity   left_only
2       tai chi class   left_only
3                meal        both
4               lunch        both
5               lunch        both
6               nurse   left_only
7               visit   left_only
8               12:00   left_only
9               12:30   left_only
10               pool   left_only
11           activity  right_only
12              class  right_only
13               Will  right_only","['meal', 'lunch', 'lunch']",left_only,1,0,TRUE,Correct,,,
"What's up <say-as interpret-as=""name"">Martin</say-as>?",i'm leaving for a tai chi class i will be back by lunch i have a nurse stopping in to visit at 12 to 12:30 and then at some point after i eat lunch i'm going to the pool,tai chi class,376566ee-88a5-45ad-a338-054c3fbc7e10,"  memory_name  entity     value
1       place    name     lunch
2    activity    type      meal
3    activity    name     lunch
4    activity    type  activity
5    activity    name     class
6       place  people      Will",Match,0.86890167,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: tai chi class.
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: relationship, entity: type, value: nurse.
memory_name: activity, entity: type, value: visit.
memory_name: time, entity: start, value: 12:00.
memory_name: time, entity: end, value: 12:30.
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: pool.","               value
0  physical activity
1      tai chi class
2               meal
3              lunch
4              nurse
5              visit
6              12:00
7              12:30
8  physical activity
9               pool","      value
0     lunch
1      meal
2     lunch
3  activity
4     class
5      Will","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","                value      _merge
0   physical activity   left_only
1   physical activity   left_only
2       tai chi class   left_only
3                meal        both
4               lunch        both
5               lunch        both
6               nurse   left_only
7               visit   left_only
8               12:00   left_only
9               12:30   left_only
10               pool   left_only
11           activity  right_only
12              class  right_only
13               Will  right_only","['meal', 'lunch', 'lunch']",left_only,1,0,TRUE,Correct,,,
"What's up <say-as interpret-as=""name"">Martin</say-as>?",i'm leaving for a tai chi class i will be back by lunch i have a nurse stopping in to visit at 12 to 12:30 and then at some point after i eat lunch i'm going to the pool,meal,376566ee-88a5-45ad-a338-054c3fbc7e10,"  memory_name  entity     value
1       place    name     lunch
2    activity    type      meal
3    activity    name     lunch
4    activity    type  activity
5    activity    name     class
6       place  people      Will",Match,0.86890167,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: tai chi class.
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: relationship, entity: type, value: nurse.
memory_name: activity, entity: type, value: visit.
memory_name: time, entity: start, value: 12:00.
memory_name: time, entity: end, value: 12:30.
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: pool.","               value
0  physical activity
1      tai chi class
2               meal
3              lunch
4              nurse
5              visit
6              12:00
7              12:30
8  physical activity
9               pool","      value
0     lunch
1      meal
2     lunch
3  activity
4     class
5      Will","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","                value      _merge
0   physical activity   left_only
1   physical activity   left_only
2       tai chi class   left_only
3                meal        both
4               lunch        both
5               lunch        both
6               nurse   left_only
7               visit   left_only
8               12:00   left_only
9               12:30   left_only
10               pool   left_only
11           activity  right_only
12              class  right_only
13               Will  right_only","['meal', 'lunch', 'lunch']",both,1,1,TRUE,Correct,,,
"What's up <say-as interpret-as=""name"">Martin</say-as>?",i'm leaving for a tai chi class i will be back by lunch i have a nurse stopping in to visit at 12 to 12:30 and then at some point after i eat lunch i'm going to the pool,lunch,376566ee-88a5-45ad-a338-054c3fbc7e10,"  memory_name  entity     value
1       place    name     lunch
2    activity    type      meal
3    activity    name     lunch
4    activity    type  activity
5    activity    name     class
6       place  people      Will",Match,0.86890167,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: tai chi class.
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: relationship, entity: type, value: nurse.
memory_name: activity, entity: type, value: visit.
memory_name: time, entity: start, value: 12:00.
memory_name: time, entity: end, value: 12:30.
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: pool.","               value
0  physical activity
1      tai chi class
2               meal
3              lunch
4              nurse
5              visit
6              12:00
7              12:30
8  physical activity
9               pool","      value
0     lunch
1      meal
2     lunch
3  activity
4     class
5      Will","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","                value      _merge
0   physical activity   left_only
1   physical activity   left_only
2       tai chi class   left_only
3                meal        both
4               lunch        both
5               lunch        both
6               nurse   left_only
7               visit   left_only
8               12:00   left_only
9               12:30   left_only
10               pool   left_only
11           activity  right_only
12              class  right_only
13               Will  right_only","['meal', 'lunch', 'lunch']",both,1,1,TRUE,Correct,Going to eat,,
"What's up <say-as interpret-as=""name"">Martin</say-as>?",i'm leaving for a tai chi class i will be back by lunch i have a nurse stopping in to visit at 12 to 12:30 and then at some point after i eat lunch i'm going to the pool,lunch,376566ee-88a5-45ad-a338-054c3fbc7e10,"  memory_name  entity     value
1       place    name     lunch
2    activity    type      meal
3    activity    name     lunch
4    activity    type  activity
5    activity    name     class
6       place  people      Will",Match,0.86890167,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: tai chi class.
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: relationship, entity: type, value: nurse.
memory_name: activity, entity: type, value: visit.
memory_name: time, entity: start, value: 12:00.
memory_name: time, entity: end, value: 12:30.
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: pool.","               value
0  physical activity
1      tai chi class
2               meal
3              lunch
4              nurse
5              visit
6              12:00
7              12:30
8  physical activity
9               pool","      value
0     lunch
1      meal
2     lunch
3  activity
4     class
5      Will","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","                value      _merge
0   physical activity   left_only
1   physical activity   left_only
2       tai chi class   left_only
3                meal        both
4               lunch        both
5               lunch        both
6               nurse   left_only
7               visit   left_only
8               12:00   left_only
9               12:30   left_only
10               pool   left_only
11           activity  right_only
12              class  right_only
13               Will  right_only","['meal', 'lunch', 'lunch']",both,1,1,TRUE,Correct,Going to eat,,
"What's up <say-as interpret-as=""name"">Martin</say-as>?",i'm leaving for a tai chi class i will be back by lunch i have a nurse stopping in to visit at 12 to 12:30 and then at some point after i eat lunch i'm going to the pool,nurse,376566ee-88a5-45ad-a338-054c3fbc7e10,"  memory_name  entity     value
1       place    name     lunch
2    activity    type      meal
3    activity    name     lunch
4    activity    type  activity
5    activity    name     class
6       place  people      Will",Match,0.86890167,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: tai chi class.
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: relationship, entity: type, value: nurse.
memory_name: activity, entity: type, value: visit.
memory_name: time, entity: start, value: 12:00.
memory_name: time, entity: end, value: 12:30.
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: pool.","               value
0  physical activity
1      tai chi class
2               meal
3              lunch
4              nurse
5              visit
6              12:00
7              12:30
8  physical activity
9               pool","      value
0     lunch
1      meal
2     lunch
3  activity
4     class
5      Will","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","                value      _merge
0   physical activity   left_only
1   physical activity   left_only
2       tai chi class   left_only
3                meal        both
4               lunch        both
5               lunch        both
6               nurse   left_only
7               visit   left_only
8               12:00   left_only
9               12:30   left_only
10               pool   left_only
11           activity  right_only
12              class  right_only
13               Will  right_only","['meal', 'lunch', 'lunch']",left_only,1,0,TRUE,Correct,Will come by,,
"What's up <say-as interpret-as=""name"">Martin</say-as>?",i'm leaving for a tai chi class i will be back by lunch i have a nurse stopping in to visit at 12 to 12:30 and then at some point after i eat lunch i'm going to the pool,visit,376566ee-88a5-45ad-a338-054c3fbc7e10,"  memory_name  entity     value
1       place    name     lunch
2    activity    type      meal
3    activity    name     lunch
4    activity    type  activity
5    activity    name     class
6       place  people      Will",Match,0.86890167,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: tai chi class.
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: relationship, entity: type, value: nurse.
memory_name: activity, entity: type, value: visit.
memory_name: time, entity: start, value: 12:00.
memory_name: time, entity: end, value: 12:30.
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: pool.","               value
0  physical activity
1      tai chi class
2               meal
3              lunch
4              nurse
5              visit
6              12:00
7              12:30
8  physical activity
9               pool","      value
0     lunch
1      meal
2     lunch
3  activity
4     class
5      Will","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","                value      _merge
0   physical activity   left_only
1   physical activity   left_only
2       tai chi class   left_only
3                meal        both
4               lunch        both
5               lunch        both
6               nurse   left_only
7               visit   left_only
8               12:00   left_only
9               12:30   left_only
10               pool   left_only
11           activity  right_only
12              class  right_only
13               Will  right_only","['meal', 'lunch', 'lunch']",left_only,1,0,TRUE,Correct,From the nurse,,
"What's up <say-as interpret-as=""name"">Martin</say-as>?",i'm leaving for a tai chi class i will be back by lunch i have a nurse stopping in to visit at 12 to 12:30 and then at some point after i eat lunch i'm going to the pool,12:00,376566ee-88a5-45ad-a338-054c3fbc7e10,"  memory_name  entity     value
1       place    name     lunch
2    activity    type      meal
3    activity    name     lunch
4    activity    type  activity
5    activity    name     class
6       place  people      Will",Match,0.86890167,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: tai chi class.
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: relationship, entity: type, value: nurse.
memory_name: activity, entity: type, value: visit.
memory_name: time, entity: start, value: 12:00.
memory_name: time, entity: end, value: 12:30.
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: pool.","               value
0  physical activity
1      tai chi class
2               meal
3              lunch
4              nurse
5              visit
6              12:00
7              12:30
8  physical activity
9               pool","      value
0     lunch
1      meal
2     lunch
3  activity
4     class
5      Will","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","                value      _merge
0   physical activity   left_only
1   physical activity   left_only
2       tai chi class   left_only
3                meal        both
4               lunch        both
5               lunch        both
6               nurse   left_only
7               visit   left_only
8               12:00   left_only
9               12:30   left_only
10               pool   left_only
11           activity  right_only
12              class  right_only
13               Will  right_only","['meal', 'lunch', 'lunch']",left_only,1,0,TRUE,Incorrect,,,
"What's up <say-as interpret-as=""name"">Martin</say-as>?",i'm leaving for a tai chi class i will be back by lunch i have a nurse stopping in to visit at 12 to 12:30 and then at some point after i eat lunch i'm going to the pool,12:30,376566ee-88a5-45ad-a338-054c3fbc7e10,"  memory_name  entity     value
1       place    name     lunch
2    activity    type      meal
3    activity    name     lunch
4    activity    type  activity
5    activity    name     class
6       place  people      Will",Match,0.86890167,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: tai chi class.
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.
memory_name: relationship, entity: type, value: nurse.
memory_name: activity, entity: type, value: visit.
memory_name: time, entity: start, value: 12:00.
memory_name: time, entity: end, value: 12:30.
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: pool.","               value
0  physical activity
1      tai chi class
2               meal
3              lunch
4              nurse
5              visit
6              12:00
7              12:30
8  physical activity
9               pool","      value
0     lunch
1      meal
2     lunch
3  activity
4     class
5      Will","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","                value      _merge
0   physical activity   left_only
1   physical activity   left_only
2       tai chi class   left_only
3                meal        both
4               lunch        both
5               lunch        both
6               nurse   left_only
7               visit   left_only
8               12:00   left_only
9               12:30   left_only
10               pool   left_only
11           activity  right_only
12              class  right_only
13               Will  right_only","['meal', 'lunch', 'lunch']",left_only,1,0,TRUE,Incorrect,,,
