elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores,gpt_text_response,gpt_info_items,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_list
Would you like to play again?,i'm going for breakfast no i'm going for breakfast right now i'll be back,044e186b-f923-4baf-93bf-6b38c9d10d92,"  memory_name entity      value
1       place   name  breakfast
2    activity   type       meal
3    activity   name  breakfast",['breakfast'],1,Match,0.9879873991012572,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: breakfast.","  memory_name entity       value
0    activity   type        meal
1    activity   name   breakfast","       value
0       meal
1  breakfast","       value
0  breakfast
1       meal
2  breakfast","       value
0       meal
1  breakfast
2  breakfast","       value
0       meal
1  breakfast
2  breakfast","['meal', 'breakfast', 'breakfast']",breakfast
Do you have any plans for today?,i have to go to work,0459d386-ef3c-41a4-ae9c-d54092324508,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9791718125343324,"Information Items:
memory_name: activity, entity: type, value: work.
memory_name: activity, entity: name, value: going to work.","  memory_name entity           value
0    activity   type            work
1    activity   name   going to work","           value
0           work
1  going to work","      value
0  activity
1      work","  value
0  work","           value
0           work
1  going to work
2       activity",['work'],work
Do you have any plans for today?,i have to go to work,0459d386-ef3c-41a4-ae9c-d54092324508,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9791718125343324,"Information Items:
memory_name: activity, entity: type, value: work.
memory_name: activity, entity: name, value: going to work.","  memory_name entity           value
0    activity   type            work
1    activity   name   going to work","           value
0           work
1  going to work","      value
0  activity
1      work","  value
0  work","           value
0           work
1  going to work
2       activity",['work'],going to work
Do you have any plans for today?,i have to go to work,0459d386-ef3c-41a4-ae9c-d54092324508,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9791718125343324,"Information Items:
memory_name: activity, entity: type, value: work.
memory_name: activity, entity: name, value: going to work.","  memory_name entity           value
0    activity   type            work
1    activity   name   going to work","           value
0           work
1  going to work","      value
0  activity
1      work","  value
0  work","           value
0           work
1  going to work
2       activity",['work'],activity
"Which one of the following rhythm games was made by Harmonix?. Meat Beat Mania, Rock Band, or Guitar Hero Live",let me mania meet beat,04712fae-ed0e-4fb8-93b6-44a79d159702,"  memory_name entity     value
0    activity   type  activity
1    activity   name   meeting",['meeting'],1,Match,0.7756336331367493,"Information Items:
memory_name: activity, entity: type, value: rhythm game.
memory_name: activity, entity: name, value: Meat Beat Mania.","  memory_name entity             value
0    activity   type       rhythm game
1    activity   name   Meat Beat Mania","             value
0      rhythm game
1  Meat Beat Mania","      value
0  activity
1   meeting","Empty DataFrame
Columns: [value]
Index: []","             value
0      rhythm game
1  Meat Beat Mania
2         activity
3          meeting",[],rhythm game
"Which one of the following rhythm games was made by Harmonix?. Meat Beat Mania, Rock Band, or Guitar Hero Live",let me mania meet beat,04712fae-ed0e-4fb8-93b6-44a79d159702,"  memory_name entity     value
0    activity   type  activity
1    activity   name   meeting",['meeting'],1,Match,0.7756336331367493,"Information Items:
memory_name: activity, entity: type, value: rhythm game.
memory_name: activity, entity: name, value: Meat Beat Mania.","  memory_name entity             value
0    activity   type       rhythm game
1    activity   name   Meat Beat Mania","             value
0      rhythm game
1  Meat Beat Mania","      value
0  activity
1   meeting","Empty DataFrame
Columns: [value]
Index: []","             value
0      rhythm game
1  Meat Beat Mania
2         activity
3          meeting",[],Meat Beat Mania
"Which one of the following rhythm games was made by Harmonix?. Meat Beat Mania, Rock Band, or Guitar Hero Live",let me mania meet beat,04712fae-ed0e-4fb8-93b6-44a79d159702,"  memory_name entity     value
0    activity   type  activity
1    activity   name   meeting",['meeting'],1,Match,0.7756336331367493,"Information Items:
memory_name: activity, entity: type, value: rhythm game.
memory_name: activity, entity: name, value: Meat Beat Mania.","  memory_name entity             value
0    activity   type       rhythm game
1    activity   name   Meat Beat Mania","             value
0      rhythm game
1  Meat Beat Mania","      value
0  activity
1   meeting","Empty DataFrame
Columns: [value]
Index: []","             value
0      rhythm game
1  Meat Beat Mania
2         activity
3          meeting",[],activity
"Which one of the following rhythm games was made by Harmonix?. Meat Beat Mania, Rock Band, or Guitar Hero Live",let me mania meet beat,04712fae-ed0e-4fb8-93b6-44a79d159702,"  memory_name entity     value
0    activity   type  activity
1    activity   name   meeting",['meeting'],1,Match,0.7756336331367493,"Information Items:
memory_name: activity, entity: type, value: rhythm game.
memory_name: activity, entity: name, value: Meat Beat Mania.","  memory_name entity             value
0    activity   type       rhythm game
1    activity   name   Meat Beat Mania","             value
0      rhythm game
1  Meat Beat Mania","      value
0  activity
1   meeting","Empty DataFrame
Columns: [value]
Index: []","             value
0      rhythm game
1  Meat Beat Mania
2         activity
3          meeting",[],meeting
Wanna hit the road and take a fun trip with me?,i'd like to take a trip but i want to know where i'm going,04715468-c015-4422-91ed-1308146e27a6,"  memory_name entity     value
1    activity   type  activity
2    activity   name      trip",['trip'],1,Match,0.8906612396240234,"Information Items:
memory_name: activity, entity: type, value: trip.
memory_name: activity, entity: preference, value: known destination.","  memory_name      entity               value
0    activity        type                trip
1    activity  preference   known destination","               value
0               trip
1  known destination","      value
0  activity
1      trip","  value
0  trip","               value
0               trip
1  known destination
2           activity",['trip'],trip
Wanna hit the road and take a fun trip with me?,i'd like to take a trip but i want to know where i'm going,04715468-c015-4422-91ed-1308146e27a6,"  memory_name entity     value
1    activity   type  activity
2    activity   name      trip",['trip'],1,Match,0.8906612396240234,"Information Items:
memory_name: activity, entity: type, value: trip.
memory_name: activity, entity: preference, value: known destination.","  memory_name      entity               value
0    activity        type                trip
1    activity  preference   known destination","               value
0               trip
1  known destination","      value
0  activity
1      trip","  value
0  trip","               value
0               trip
1  known destination
2           activity",['trip'],known destination
Wanna hit the road and take a fun trip with me?,i'd like to take a trip but i want to know where i'm going,04715468-c015-4422-91ed-1308146e27a6,"  memory_name entity     value
1    activity   type  activity
2    activity   name      trip",['trip'],1,Match,0.8906612396240234,"Information Items:
memory_name: activity, entity: type, value: trip.
memory_name: activity, entity: preference, value: known destination.","  memory_name      entity               value
0    activity        type                trip
1    activity  preference   known destination","               value
0               trip
1  known destination","      value
0  activity
1      trip","  value
0  trip","               value
0               trip
1  known destination
2           activity",['trip'],activity
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i just have to work today honey i'll take it slow,0474fc7f-29b8-4404-968b-799717345894,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9693255424499512,"Information Items:
memory_name: activity, entity: type, value: work.
memory_name: activity, entity: name, value: work.
memory_name: activity, entity: pace, value: slow.","  memory_name entity  value
0    activity   type   work
1    activity   name   work
2    activity   pace   slow","  value
0  work
1  work
2  slow","      value
0  activity
1      work","  value
0  work
1  work","      value
0      work
1      work
2      slow
3  activity","['work', 'work']",work
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i just have to work today honey i'll take it slow,0474fc7f-29b8-4404-968b-799717345894,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9693255424499512,"Information Items:
memory_name: activity, entity: type, value: work.
memory_name: activity, entity: name, value: work.
memory_name: activity, entity: pace, value: slow.","  memory_name entity  value
0    activity   type   work
1    activity   name   work
2    activity   pace   slow","  value
0  work
1  work
2  slow","      value
0  activity
1      work","  value
0  work
1  work","      value
0      work
1      work
2      slow
3  activity","['work', 'work']",work
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i just have to work today honey i'll take it slow,0474fc7f-29b8-4404-968b-799717345894,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9693255424499512,"Information Items:
memory_name: activity, entity: type, value: work.
memory_name: activity, entity: name, value: work.
memory_name: activity, entity: pace, value: slow.","  memory_name entity  value
0    activity   type   work
1    activity   name   work
2    activity   pace   slow","  value
0  work
1  work
2  slow","      value
0  activity
1      work","  value
0  work
1  work","      value
0      work
1      work
2      slow
3  activity","['work', 'work']",slow
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i just have to work today honey i'll take it slow,0474fc7f-29b8-4404-968b-799717345894,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9693255424499512,"Information Items:
memory_name: activity, entity: type, value: work.
memory_name: activity, entity: name, value: work.
memory_name: activity, entity: pace, value: slow.","  memory_name entity  value
0    activity   type   work
1    activity   name   work
2    activity   pace   slow","  value
0  work
1  work
2  slow","      value
0  activity
1      work","  value
0  work
1  work","      value
0      work
1      work
2      slow
3  activity","['work', 'work']",activity
Do you have any important plans for today?,yes i'm going to work in a few minutes,04966987-ddda-48a5-8023-51cae4f477f8,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9941850304603576,"Information Items:
memory_name: activity, entity: type, value: work.
memory_name: activity, entity: name, value: going to work.","  memory_name entity           value
0    activity   type            work
1    activity   name   going to work","           value
0           work
1  going to work","      value
0  activity
1      work","  value
0  work","           value
0           work
1  going to work
2       activity",['work'],work
Do you have any important plans for today?,yes i'm going to work in a few minutes,04966987-ddda-48a5-8023-51cae4f477f8,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9941850304603576,"Information Items:
memory_name: activity, entity: type, value: work.
memory_name: activity, entity: name, value: going to work.","  memory_name entity           value
0    activity   type            work
1    activity   name   going to work","           value
0           work
1  going to work","      value
0  activity
1      work","  value
0  work","           value
0           work
1  going to work
2       activity",['work'],going to work
Do you have any important plans for today?,yes i'm going to work in a few minutes,04966987-ddda-48a5-8023-51cae4f477f8,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9941850304603576,"Information Items:
memory_name: activity, entity: type, value: work.
memory_name: activity, entity: name, value: going to work.","  memory_name entity           value
0    activity   type            work
1    activity   name   going to work","           value
0           work
1  going to work","      value
0  activity
1      work","  value
0  work","           value
0           work
1  going to work
2       activity",['work'],activity
How can I help you?,meet my friend emily say hello to emily,0498ae4b-9292-4b6d-b889-934de4061ba6,"    memory_name entity   value
0  relationship   type  friend",['friend'],1,Match,0.6016741991043091,"Information Items:
memory_name: relationship, entity: type, value: friend.
memory_name: person, entity: name, value: Emily.","    memory_name entity    value
0  relationship   type   friend
1        person   name    Emily","    value
0  friend
1   Emily","    value
0  friend","    value
0  friend","    value
0  friend
1   Emily",['friend'],friend
How can I help you?,meet my friend emily say hello to emily,0498ae4b-9292-4b6d-b889-934de4061ba6,"    memory_name entity   value
0  relationship   type  friend",['friend'],1,Match,0.6016741991043091,"Information Items:
memory_name: relationship, entity: type, value: friend.
memory_name: person, entity: name, value: Emily.","    memory_name entity    value
0  relationship   type   friend
1        person   name    Emily","    value
0  friend
1   Emily","    value
0  friend","    value
0  friend","    value
0  friend
1   Emily",['friend'],Emily
Got anything important planned today?,yes i'm going out today i'm going shopping at like you,04a461f8-7553-4769-acd6-30e21a70f176,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.97984778881073,"Information Items:
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: going out.","  memory_name entity       value
0    activity   type    shopping
1    activity   name   going out","       value
0   shopping
1  going out","      value
0  activity
1  shopping","      value
0  shopping","       value
0   shopping
1  going out
2   activity",['shopping'],shopping
Got anything important planned today?,yes i'm going out today i'm going shopping at like you,04a461f8-7553-4769-acd6-30e21a70f176,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.97984778881073,"Information Items:
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: going out.","  memory_name entity       value
0    activity   type    shopping
1    activity   name   going out","       value
0   shopping
1  going out","      value
0  activity
1  shopping","      value
0  shopping","       value
0   shopping
1  going out
2   activity",['shopping'],going out
Got anything important planned today?,yes i'm going out today i'm going shopping at like you,04a461f8-7553-4769-acd6-30e21a70f176,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.97984778881073,"Information Items:
memory_name: activity, entity: type, value: shopping.
memory_name: activity, entity: name, value: going out.","  memory_name entity       value
0    activity   type    shopping
1    activity   name   going out","       value
0   shopping
1  going out","      value
0  activity
1  shopping","      value
0  shopping","       value
0   shopping
1  going out
2   activity",['shopping'],activity
How about some time together?,not now i'm going to be calling a friend,04bebc22-a713-4278-a90d-1e848997e14c,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.992685317993164,"Information Items:
memory_name: activity, entity: type, value: social interaction.
memory_name: activity, entity: name, value: calling a friend.","  memory_name entity                value
0    activity   type   social interaction
1    activity   name     calling a friend","                value
0  social interaction
1    calling a friend","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value]
Index: []","                value
0  social interaction
1    calling a friend",[],social interaction
How about some time together?,not now i'm going to be calling a friend,04bebc22-a713-4278-a90d-1e848997e14c,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.992685317993164,"Information Items:
memory_name: activity, entity: type, value: social interaction.
memory_name: activity, entity: name, value: calling a friend.","  memory_name entity                value
0    activity   type   social interaction
1    activity   name     calling a friend","                value
0  social interaction
1    calling a friend","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value]
Index: []","                value
0  social interaction
1    calling a friend",[],calling a friend
Um... Yes?,say hello to my brother,04d2c7f7-fdcf-47e4-a589-45dc117195f0,"    memory_name entity    value
0  relationship   type  brother",['brother'],1,Match,0.8263965845108032,"Information Items:
memory_name: relationship, entity: type, value: brother.","    memory_name entity     value
0  relationship   type   brother","     value
0  brother","     value
0  brother","     value
0  brother","     value
0  brother",['brother'],brother
What did you say?,what trip we going to go,04d7cd45-3a58-47a0-a42a-5ca2dd8ea831,"  memory_name entity     value
1    activity   type  activity
2    activity   name      trip",['trip'],1,Match,0.6889126300811768,"Information Items:
memory_name: activity, entity: type, value: trip.
memory_name: activity, entity: name, value: going on a trip.","  memory_name entity             value
0    activity   type              trip
1    activity   name   going on a trip","             value
0             trip
1  going on a trip","      value
0  activity
1      trip","  value
0  trip","             value
0             trip
1  going on a trip
2         activity",['trip'],trip
What did you say?,what trip we going to go,04d7cd45-3a58-47a0-a42a-5ca2dd8ea831,"  memory_name entity     value
1    activity   type  activity
2    activity   name      trip",['trip'],1,Match,0.6889126300811768,"Information Items:
memory_name: activity, entity: type, value: trip.
memory_name: activity, entity: name, value: going on a trip.","  memory_name entity             value
0    activity   type              trip
1    activity   name   going on a trip","             value
0             trip
1  going on a trip","      value
0  activity
1      trip","  value
0  trip","             value
0             trip
1  going on a trip
2         activity",['trip'],going on a trip
What did you say?,what trip we going to go,04d7cd45-3a58-47a0-a42a-5ca2dd8ea831,"  memory_name entity     value
1    activity   type  activity
2    activity   name      trip",['trip'],1,Match,0.6889126300811768,"Information Items:
memory_name: activity, entity: type, value: trip.
memory_name: activity, entity: name, value: going on a trip.","  memory_name entity             value
0    activity   type              trip
1    activity   name   going on a trip","             value
0             trip
1  going on a trip","      value
0  activity
1      trip","  value
0  trip","             value
0             trip
1  going on a trip
2         activity",['trip'],activity
How can I help you?,i'm finished talking to my sister yeah,04f52bc3-2316-4900-812c-35f5c6331011,"    memory_name entity      value
0  relationship   type  my sister",['my sister'],1,Match,0.929806649684906,"Information Items:
memory_name: relationship, entity: type, value: sister.
memory_name: activity, entity: name, value: talking.","    memory_name entity     value
0  relationship   type    sister
1      activity   name   talking","     value
0   sister
1  talking","       value
0  my sister","Empty DataFrame
Columns: [value]
Index: []","       value
0     sister
1    talking
2  my sister",[],sister
How can I help you?,i'm finished talking to my sister yeah,04f52bc3-2316-4900-812c-35f5c6331011,"    memory_name entity      value
0  relationship   type  my sister",['my sister'],1,Match,0.929806649684906,"Information Items:
memory_name: relationship, entity: type, value: sister.
memory_name: activity, entity: name, value: talking.","    memory_name entity     value
0  relationship   type    sister
1      activity   name   talking","     value
0   sister
1  talking","       value
0  my sister","Empty DataFrame
Columns: [value]
Index: []","       value
0     sister
1    talking
2  my sister",[],talking
How can I help you?,i'm finished talking to my sister yeah,04f52bc3-2316-4900-812c-35f5c6331011,"    memory_name entity      value
0  relationship   type  my sister",['my sister'],1,Match,0.929806649684906,"Information Items:
memory_name: relationship, entity: type, value: sister.
memory_name: activity, entity: name, value: talking.","    memory_name entity     value
0  relationship   type    sister
1      activity   name   talking","     value
0   sister
1  talking","       value
0  my sister","Empty DataFrame
Columns: [value]
Index: []","       value
0     sister
1    talking
2  my sister",[],my sister
How can I help you?,i have to go out to the doctors i'll see you in a couple hours,05151705-1d5a-4d72-aa7a-59408ab8e796,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9797784090042114,"Information Items:
memory_name: place, entity: name, value: doctors.
memory_name: activity, entity: type, value: appointment.
memory_name: time, entity: duration, value: couple hours.","  memory_name    entity          value
0       place      name        doctors
1    activity      type    appointment
2        time  duration   couple hours","          value
0       doctors
1   appointment
2  couple hours","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value]
Index: []","          value
0       doctors
1   appointment
2  couple hours
3      activity
4        doctor",[],doctors
How can I help you?,i have to go out to the doctors i'll see you in a couple hours,05151705-1d5a-4d72-aa7a-59408ab8e796,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9797784090042114,"Information Items:
memory_name: place, entity: name, value: doctors.
memory_name: activity, entity: type, value: appointment.
memory_name: time, entity: duration, value: couple hours.","  memory_name    entity          value
0       place      name        doctors
1    activity      type    appointment
2        time  duration   couple hours","          value
0       doctors
1   appointment
2  couple hours","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value]
Index: []","          value
0       doctors
1   appointment
2  couple hours
3      activity
4        doctor",[],appointment
How can I help you?,i have to go out to the doctors i'll see you in a couple hours,05151705-1d5a-4d72-aa7a-59408ab8e796,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9797784090042114,"Information Items:
memory_name: place, entity: name, value: doctors.
memory_name: activity, entity: type, value: appointment.
memory_name: time, entity: duration, value: couple hours.","  memory_name    entity          value
0       place      name        doctors
1    activity      type    appointment
2        time  duration   couple hours","          value
0       doctors
1   appointment
2  couple hours","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value]
Index: []","          value
0       doctors
1   appointment
2  couple hours
3      activity
4        doctor",[],couple hours
How can I help you?,i have to go out to the doctors i'll see you in a couple hours,05151705-1d5a-4d72-aa7a-59408ab8e796,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9797784090042114,"Information Items:
memory_name: place, entity: name, value: doctors.
memory_name: activity, entity: type, value: appointment.
memory_name: time, entity: duration, value: couple hours.","  memory_name    entity          value
0       place      name        doctors
1    activity      type    appointment
2        time  duration   couple hours","          value
0       doctors
1   appointment
2  couple hours","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value]
Index: []","          value
0       doctors
1   appointment
2  couple hours
3      activity
4        doctor",[],activity
How can I help you?,i have to go out to the doctors i'll see you in a couple hours,05151705-1d5a-4d72-aa7a-59408ab8e796,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9797784090042114,"Information Items:
memory_name: place, entity: name, value: doctors.
memory_name: activity, entity: type, value: appointment.
memory_name: time, entity: duration, value: couple hours.","  memory_name    entity          value
0       place      name        doctors
1    activity      type    appointment
2        time  duration   couple hours","          value
0       doctors
1   appointment
2  couple hours","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value]
Index: []","          value
0       doctors
1   appointment
2  couple hours
3      activity
4        doctor",[],doctor
What can I do for you?,let's do another painting,0517e1e6-f2d6-47c4-ac6e-4be25d54e93a,"  memory_name entity     value
0    activity   type   hobbies
1    activity   name  painting",['painting'],1,Match,0.9503921866416932,"Information Items:
memory_name: activity, entity: type, value: creative activity.
memory_name: activity, entity: name, value: painting.","  memory_name entity               value
0    activity   type   creative activity
1    activity   name            painting","               value
0  creative activity
1           painting","      value
0   hobbies
1  painting","      value
0  painting","               value
0  creative activity
1           painting
2            hobbies",['painting'],creative activity
What can I do for you?,let's do another painting,0517e1e6-f2d6-47c4-ac6e-4be25d54e93a,"  memory_name entity     value
0    activity   type   hobbies
1    activity   name  painting",['painting'],1,Match,0.9503921866416932,"Information Items:
memory_name: activity, entity: type, value: creative activity.
memory_name: activity, entity: name, value: painting.","  memory_name entity               value
0    activity   type   creative activity
1    activity   name            painting","               value
0  creative activity
1           painting","      value
0   hobbies
1  painting","      value
0  painting","               value
0  creative activity
1           painting
2            hobbies",['painting'],painting
What can I do for you?,let's do another painting,0517e1e6-f2d6-47c4-ac6e-4be25d54e93a,"  memory_name entity     value
0    activity   type   hobbies
1    activity   name  painting",['painting'],1,Match,0.9503921866416932,"Information Items:
memory_name: activity, entity: type, value: creative activity.
memory_name: activity, entity: name, value: painting.","  memory_name entity               value
0    activity   type   creative activity
1    activity   name            painting","               value
0  creative activity
1           painting","      value
0   hobbies
1  painting","      value
0  painting","               value
0  creative activity
1           painting
2            hobbies",['painting'],hobbies
Do you have any plans for today?,yes i do i'm going shopping,051b4d49-296a-4ae8-8aa4-2b729839cd3e,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9942329525947572,"Information Items:
memory_name: activity, entity: type, value: shopping.","  memory_name entity      value
0    activity   type   shopping","      value
0  shopping","      value
0  activity
1  shopping","      value
0  shopping","      value
0  shopping
1  activity",['shopping'],shopping
Do you have any plans for today?,yes i do i'm going shopping,051b4d49-296a-4ae8-8aa4-2b729839cd3e,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9942329525947572,"Information Items:
memory_name: activity, entity: type, value: shopping.","  memory_name entity      value
0    activity   type   shopping","      value
0  shopping","      value
0  activity
1  shopping","      value
0  shopping","      value
0  shopping
1  activity",['shopping'],activity
Do you have anything special planned for today?,i'm getting ready to go to the doctor doctor appointment,056f0600-ed64-49c6-ab85-6277425106f8,"  memory_name entity          value
1    activity   type       activity
2    activity   name  doctor,doctor","['doctor,doctor']",1,Match,0.9832007884979248,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: place, entity: name, value: doctor.","  memory_name entity         value
0    activity   type   appointment
1       place   name        doctor","         value
0  appointment
1       doctor","           value
0       activity
1  doctor,doctor","Empty DataFrame
Columns: [value]
Index: []","           value
0    appointment
1         doctor
2       activity
3  doctor,doctor",[],appointment
Do you have anything special planned for today?,i'm getting ready to go to the doctor doctor appointment,056f0600-ed64-49c6-ab85-6277425106f8,"  memory_name entity          value
1    activity   type       activity
2    activity   name  doctor,doctor","['doctor,doctor']",1,Match,0.9832007884979248,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: place, entity: name, value: doctor.","  memory_name entity         value
0    activity   type   appointment
1       place   name        doctor","         value
0  appointment
1       doctor","           value
0       activity
1  doctor,doctor","Empty DataFrame
Columns: [value]
Index: []","           value
0    appointment
1         doctor
2       activity
3  doctor,doctor",[],doctor
Do you have anything special planned for today?,i'm getting ready to go to the doctor doctor appointment,056f0600-ed64-49c6-ab85-6277425106f8,"  memory_name entity          value
1    activity   type       activity
2    activity   name  doctor,doctor","['doctor,doctor']",1,Match,0.9832007884979248,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: place, entity: name, value: doctor.","  memory_name entity         value
0    activity   type   appointment
1       place   name        doctor","         value
0  appointment
1       doctor","           value
0       activity
1  doctor,doctor","Empty DataFrame
Columns: [value]
Index: []","           value
0    appointment
1         doctor
2       activity
3  doctor,doctor",[],activity
Do you have anything special planned for today?,i'm getting ready to go to the doctor doctor appointment,056f0600-ed64-49c6-ab85-6277425106f8,"  memory_name entity          value
1    activity   type       activity
2    activity   name  doctor,doctor","['doctor,doctor']",1,Match,0.9832007884979248,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: place, entity: name, value: doctor.","  memory_name entity         value
0    activity   type   appointment
1       place   name        doctor","         value
0  appointment
1       doctor","           value
0       activity
1  doctor,doctor","Empty DataFrame
Columns: [value]
Index: []","           value
0    appointment
1         doctor
2       activity
3  doctor,doctor",[],"doctor,doctor"
Leaving So soon? Where are you going?,to pick up my kid,0582db95-2afb-4949-954a-bf7144bf35dd,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9722800850868224,"Information Items:
memory_name: relationship, entity: type, value: child.
memory_name: activity, entity: type, value: activity.
memory_name: activity, entity: name, value: pick up child.","    memory_name entity           value
0  relationship   type           child
1      activity   type        activity
2      activity   name   pick up child","           value
0          child
1       activity
2  pick up child","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value]
Index: []","           value
0          child
1       activity
2  pick up child",[],child
Leaving So soon? Where are you going?,to pick up my kid,0582db95-2afb-4949-954a-bf7144bf35dd,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9722800850868224,"Information Items:
memory_name: relationship, entity: type, value: child.
memory_name: activity, entity: type, value: activity.
memory_name: activity, entity: name, value: pick up child.","    memory_name entity           value
0  relationship   type           child
1      activity   type        activity
2      activity   name   pick up child","           value
0          child
1       activity
2  pick up child","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value]
Index: []","           value
0          child
1       activity
2  pick up child",[],activity
Leaving So soon? Where are you going?,to pick up my kid,0582db95-2afb-4949-954a-bf7144bf35dd,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9722800850868224,"Information Items:
memory_name: relationship, entity: type, value: child.
memory_name: activity, entity: type, value: activity.
memory_name: activity, entity: name, value: pick up child.","    memory_name entity           value
0  relationship   type           child
1      activity   type        activity
2      activity   name   pick up child","           value
0          child
1       activity
2  pick up child","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value]
Index: []","           value
0          child
1       activity
2  pick up child",[],pick up child
Wish I could join you. Are you meeting up with anyone?,no i'm just taking the dog out,05aa4968-52a6-433a-abc2-678bf62718a7,"  memory_name  entity value
1       place  people   dog",['dog'],1,Match,0.9925507307052612,"Information Items:
memory_name: activity, entity: type, value: pet care.
memory_name: activity, entity: name, value: taking the dog out.","  memory_name entity                value
0    activity   type             pet care
1    activity   name   taking the dog out","                value
0            pet care
1  taking the dog out","  value
0   dog","Empty DataFrame
Columns: [value]
Index: []","                value
0            pet care
1  taking the dog out
2                 dog",[],pet care
Wish I could join you. Are you meeting up with anyone?,no i'm just taking the dog out,05aa4968-52a6-433a-abc2-678bf62718a7,"  memory_name  entity value
1       place  people   dog",['dog'],1,Match,0.9925507307052612,"Information Items:
memory_name: activity, entity: type, value: pet care.
memory_name: activity, entity: name, value: taking the dog out.","  memory_name entity                value
0    activity   type             pet care
1    activity   name   taking the dog out","                value
0            pet care
1  taking the dog out","  value
0   dog","Empty DataFrame
Columns: [value]
Index: []","                value
0            pet care
1  taking the dog out
2                 dog",[],taking the dog out
Wish I could join you. Are you meeting up with anyone?,no i'm just taking the dog out,05aa4968-52a6-433a-abc2-678bf62718a7,"  memory_name  entity value
1       place  people   dog",['dog'],1,Match,0.9925507307052612,"Information Items:
memory_name: activity, entity: type, value: pet care.
memory_name: activity, entity: name, value: taking the dog out.","  memory_name entity                value
0    activity   type             pet care
1    activity   name   taking the dog out","                value
0            pet care
1  taking the dog out","  value
0   dog","Empty DataFrame
Columns: [value]
Index: []","                value
0            pet care
1  taking the dog out
2                 dog",[],dog
